classname,day,time,building,room
Communication Internship,Tu,12:00 PM-12:50 PM,CL,242
United States Colonial,Sa,01:00 PM-04:00 PM,CL,249
Founds Social Work Research,Tu,02:00 PM-04:50 PM,CL,249
East Asian Buddhism,MoWe,03:00 PM-04:15 PM,CL,249
East Asian Buddhism,MoWe,03:00 PM-04:15 PM,CL,249
Seminar: Humanities,Fr,04:00 PM-04:50 PM,CL,249
Single Subject Research,Tu,06:00 PM-08:50 PM,CL,249
Introduction To Social Psych,Sa,09:30 AM-12:30 PM,CL,249
First Year Chinese 2,MoWe,11:00 AM-11:50 AM,CL,249
How To Do Things With Lit 2,TuTh,01:00 PM-02:15 PM,CL,252
Contemporary Environmental Li,TuTh,02:30 PM-03:45 PM,CL,252
9th Century Britsh Literature,TuTh,04:00 PM-05:15 PM,CL,252
Working Class Literature,MoWe,04:30 PM-05:45 PM,CL,252
Intro To Technical Writing,Th,06:00 PM-08:30 PM,CL,252
Introduction To Public Service,Tu,06:00 PM-08:30 PM,CL,252
Reading Poetry,MoWeFr,10:00 AM-10:50 AM,CL,252
Seminar In Composition,MoWeFr,11:00 AM-11:50 AM,CL,252
Religion in Japan,TuTh,11:00 AM-12:15 PM,CL,252
Religion in Japan,TuTh,11:00 AM-12:15 PM,CL,252
Intro To Critical Reading,MoWeFr,12:00 PM-12:50 PM,CL,252
American Sign Language 2,TuTh,01:00 PM-02:40 PM,CL,253
Seminar In Composition,MoWeFr,02:00 PM-02:50 PM,CL,253
Deaf Culture,MoWe,03:00 PM-04:15 PM,CL,253
Structure Of Asl And English,TuTh,04:00 PM-05:15 PM,CL,253
Sophomore Leadership Lab,Th,06:00 AM-07:50 AM,CL,253
Elementary French 2,MoWe,06:00 PM-08:05 PM,CL,253
Sports Writing,Tu,06:00 PM-08:30 PM,CL,253
Evolution Of Air & Space Power,Th,08:00 AM-08:50 AM,CL,253
Public Speaking,MoWeFr,09:00 AM-09:50 AM,CL,253
Elementary Hebrew 2,MoTuWeThFr,10:00 AM-10:50 AM,CL,253
American Sign Language 2,MoTuWeTh,11:00 AM-11:50 AM,CL,253
Elementary Spanish 2,MoTuWeThFr,12:00 PM-12:50 PM,CL,253
Elementary Spanish 2,MoTuWeThFr,12:00 PM-12:50 PM,CL,253
French Conversation,TuTh,01:00 PM-02:15 PM,CL,302
American Sign Language 2,MoWe,01:00 PM-02:40 PM,CL,302
Sci-Fi:  East And Wes,Sa,01:00 PM-03:55 PM,CL,302
Adv Modern Statstcl Computng 1,TuTh,02:30 PM-03:45 PM,CL,302
American Sign Language 2,MoWe,03:00 PM-04:40 PM,CL,302
American Sign Language 2,MoWe,06:00 PM-07:40 PM,CL,302
Intro To Fiction Writing,Tu,06:00 PM-08:30 PM,CL,302
Social Welfare,Th,06:00 PM-08:50 PM,CL,302
Air Force Leadership Studies,Mo,07:00 AM-09:55 AM,CL,302
Vampire: Blood And Empire,Sa,09:30 AM-12:30 PM,CL,302
American Sign Language 2,MoTuWeTh,10:00 AM-10:50 AM,CL,302
American Sign Language 2,MoWe,11:00 AM-12:40 PM,CL,302
American Sign Language 2,TuTh,11:00 AM-12:40 PM,CL,302
Urban Research Seminar,TuTh,01:00 PM-02:15 PM,CL,304
Alcohol Use And Abuse,TuTh,02:30 PM-03:45 PM,CL,304
Intro To Nonlinear Ctrl Design,Th,04:00 PM-06:25 PM,CL,304
Intro To Nonlinear Ctrl Desgn,Th,04:00 PM-06:25 PM,CL,304
Myth And Science,Tu,06:00 PM-08:30 PM,CL,304
Elementary Spanish 2,MoTuWeThFr,10:00 AM-10:50 AM,CL,304
Developmental Psych: Infancy,TuTh,11:00 AM-12:15 PM,CL,304
Multivariate Analysis,We,02:00 PM-04:50 PM,CL,306
Grant And Proposal Writing,TuTh,04:00 PM-05:15 PM,CL,306
Written Professnl Communictn,Mo,06:00 PM-08:30 PM,CL,306
Intermediate Italian 2,MoWeFr,11:00 AM-11:50 AM,CL,306
Project Seminar,TuTh,02:30 PM-03:45 PM,CL,312
Esl: Workshop In Composition,MoWe,04:30 PM-05:45 PM,CL,312
Capstone: Emrgy Preparedness,We,06:00 PM-08:30 PM,CL,312
Poetry Workshop,Mo,06:00 PM-08:50 PM,CL,312
Esl: Workshop In Composition,TuTh,08:00 AM-09:15 AM,CL,312
Professional Development Sem,Tu,03:00 PM-03:50 PM,CL,313
Language And Society In Korea,MoWe,03:00 PM-04:15 PM,CL,313
Introduction To Linguistics,MoWe,05:30 PM-06:45 PM,CL,313
Junior Leadership Lab,Th,06:00 AM-07:30 AM,CL,313
Developmental Psychology,Sa,09:30 AM-12:30 PM,CL,313
Elementary French 1,MoTuWeThFr,12:00 PM-12:50 PM,CL,313
Applctns Of Wavelet Transforms,MoWe,03:00 PM-04:15 PM,CL,314
Adv Engr Applcs For Fresh,TuTh,03:00 PM-04:50 PM,CL,314
Intermediate Slovak 4,TuTh,06:00 PM-07:15 PM,CL,314
Seminar In Composition,TuTh,02:30 PM-03:45 PM,CL,317
Written Professnl Communictn,TuTh,04:00 PM-05:15 PM,CL,317
Intro To Educatnal Evaluation,We,04:30 PM-07:00 PM,CL,317
Public Speaking,Mo,06:00 PM-08:30 PM,CL,317
TOPICS IN PUBLC/PROFESSNL WRIT:Writing for the Sciences,Tu,06:00 PM-08:30 PM,CL,317
Imagining Social Justice,TuTh,09:30 AM-10:45 AM,CL,317
Latin American Topics,TuTh,11:00 AM-12:15 PM,CL,317
Elementary Spanish 2,MoTuWeThFr,01:00 PM-01:50 PM,CL,318
Intro To Creative Writing,TuTh,02:30 PM-03:45 PM,CL,318
Intro To Creative Writing,MoWe,03:00 PM-04:15 PM,CL,318
Intermediate Nonfiction,TuTh,04:00 PM-05:15 PM,CL,318
Seminar In Composition: Film,MoWe,04:30 PM-05:45 PM,CL,318
Introduction To Poetry Writing,Mo,06:00 PM-08:30 PM,CL,318
Essays And Memoirs,Th,06:00 PM-08:30 PM,CL,318
Intro Journalism & Nonfiction,We,06:00 PM-08:30 PM,CL,318
Senior Seminar In Nonfiction,We,06:00 PM-08:30 PM,CL,318
Intro Journalism & Nonfiction,TuTh,09:30 AM-10:45 AM,CL,318
Introduction To Poetry Writing,MoWeFr,11:00 AM-11:50 AM,CL,318
Intro To Creative Writing,TuTh,11:00 AM-12:15 PM,CL,318
Introduction To Poetry Writing,TuTh,11:00 AM-12:15 PM,CL,318
Intro To Fiction Writing,MoWeFr,12:00 PM-12:50 PM,CL,318
Pro-Seminr Monetry & Macroecon,TuTh,02:30 PM-03:45 PM,CL,319
Special Topics In Archeology,MoWe,03:00 PM-04:15 PM,CL,319
Adv Topics Life Cycl Assmn,Mo,05:30 PM-08:00 PM,CL,319
Elementary Italian 1,MoTuWeThFr,10:00 AM-10:50 AM,CL,319
Intermediate Spanish 4,MoWeFr,01:00 PM-01:50 PM,CL,321
Social Work W/Comnys & Orgns,Th,01:00 PM-03:50 PM,CL,321
Policy Analysis,Tu,01:00 PM-03:50 PM,CL,321
Histry Of Mdrn Phil/Writ Prac,MoWe,02:00 PM-02:50 PM,CL,321
Drama Of Ideas,MoWe,04:30 PM-05:45 PM,CL,321
Advanced Topics-Computers,Mo,06:00 PM-08:30 PM,CL,321
Death & Healthcare Professions,Th,06:00 PM-08:30 PM,CL,321
Death & Healthcare Professions,Th,06:00 PM-08:30 PM,CL,321
Seminar In Composition,TuTh,09:30 AM-10:45 AM,CL,321
Intermediate Spanish 4,MoWeFr,11:00 AM-11:50 AM,CL,321
"Int To Gender, Sexty, & Womns",TuTh,11:00 AM-12:15 PM,CL,321
Knowledge & Reality,TuTh,02:00 PM-02:50 PM,CL,324
Introduction To Ethics,TuTh,03:00 PM-03:50 PM,CL,324
Intro to Mediterranean Archaeology,MoWe,03:00 PM-04:15 PM,CL,324
Abnormal Psychology,MoWe,04:30 PM-05:45 PM,CL,324
Nursing Informatics,TuTh,05:00 PM-05:50 PM,CL,324
Communication Process,MoWe,10:00 AM-10:50 AM,CL,324
Wealth And Power,MoWe,11:00 AM-11:50 AM,CL,324
Analytc Geometry & Calculus 1,MoWeFr,12:00 PM-12:50 PM,CL,324
Introduction To Social Work,Th,01:00 PM-03:50 PM,CL,327
Design & Anal Of Experiments,MoWe,03:00 PM-04:15 PM,CL,327
Topics In Cognitive Psychology,Th,06:00 PM-08:30 PM,CL,327
Written Professnl Communictn,We,06:00 PM-08:30 PM,CL,327
Mod Stndrd Arabic 6/Egyptian 6,MoWe,01:00 PM-02:40 PM,CL,329
Sanskrit 2,MoWeFr,09:00 AM-09:50 AM,CL,329
Intrnship: Publc/Profssnl Wri,We,09:00 AM-09:50 AM,CL,329
Internship: Writing,We,09:00 AM-09:50 AM,CL,329
Elementary Polish 2,MoWeFr,12:00 PM-12:50 PM,CL,329
Sex And Sexualities,TuTh,02:30 PM-03:45 PM,CL,330
Intro Existentialism/Writ Prac,MoWe,03:00 PM-03:50 PM,CL,330
Seminar In Composition,TuTh,04:00 PM-05:15 PM,CL,330
Written Professnl Communictn,Tu,06:00 PM-08:30 PM,CL,330
Seminar In Composition,TuTh,09:30 AM-10:45 AM,CL,330
Written Professnl Communictn,TuTh,11:00 AM-12:15 PM,CL,330
Experiment Design & Analysis 2,We,12:00 PM-02:50 PM,CL,330
Analytc Geometry & Calculus 2,MoWeFr,01:00 PM-01:50 PM,CL,332
Stat & Problty For Bus Mg,MoWeFr,02:00 PM-02:50 PM,CL,332
Analytc Geometry & Calculus 2,MoWeFr,05:00 PM-05:50 PM,CL,332
Introduction To Psychology,Mo,06:00 PM-08:30 PM,CL,332
Psychology Of Personality,Th,06:00 PM-08:30 PM,CL,332
Introduction To Social Psych,We,06:00 PM-08:30 PM,CL,332
Introduction To Logic,TuTh,10:00 AM-10:50 AM,CL,332
Applied Statistical Methods,MoWeFr,11:00 AM-11:50 AM,CL,332
Analytc Geometry & Calculus 2,MoWeFr,12:00 PM-12:50 PM,CL,332
Written Professnl Communictn,MoWeFr,01:00 PM-01:50 PM,CL,335
Applications Of Linguistics,TuTh,01:00 PM-02:15 PM,CL,335
Seminar In Composition,MoWeFr,02:00 PM-02:50 PM,CL,335
Language Developmen,MoWe,03:00 PM-04:15 PM,CL,335
The Deaf And Society,TuTh,04:00 PM-05:15 PM,CL,335
The Gothic Imagination,MoWe,04:30 PM-05:45 PM,CL,335
Senior Leadership Lab,Th,06:00 AM-07:30 AM,CL,335
Intro To Critical Reading,Mo,06:00 PM-08:30 PM,CL,335
Written Professnl Communictn,Th,06:00 PM-08:30 PM,CL,335
Introduction To Shakespeare,Tu,06:00 PM-08:30 PM,CL,335
Economics And Social Work,We,06:00 PM-08:50 PM,CL,335
Economics And Social Work,We,06:00 PM-08:50 PM,CL,335
Modern French Novel,TuTh,09:30 AM-10:45 AM,CL,335
France In The 21st Century,MoWeFr,10:00 AM-10:50 AM,CL,335
Elementary Italian 1,MoTuWeThFr,11:00 AM-11:50 AM,CL,335
Elementary Russian 2,MoTuWeThFr,12:00 PM-12:50 PM,CL,335
"Myth, Propaganda & The State",MoWe,03:00 PM-04:15 PM,CL,337
Teaching English Lang Learners,Mo,04:30 PM-07:10 PM,CL,337
Teaching Eng Lang Learners,Mo,04:30 PM-07:10 PM,CL,337
Anthropology Of Foo,Tu,06:00 PM-08:30 PM,CL,337
Morality And Medicine,Tu,06:00 PM-08:30 PM,CL,337
Special Topics In Mass Com,We,06:00 PM-08:30 PM,CL,337
Russia And The Worl,TuTh,11:00 AM-12:15 PM,CL,337
Intermediate Spanish 4,MoWeFr,01:00 PM-01:50 PM,CL,339
Intermediate Spanish 3,MoWeFr,02:00 PM-02:50 PM,CL,339
Abnormal Psychology,MoWe,03:00 PM-04:15 PM,CL,339
Global History Of Dance,Th,04:00 PM-05:15 PM,CL,339
Intermediate Spanish 4,MoWe,04:30 PM-05:45 PM,CL,339
Research Seminar,Tu,04:30 PM-07:10 PM,CL,339
Elementary German 2,MoTh,06:00 PM-08:05 PM,CL,339
Modern Spectral Estimation,We,06:00 PM-08:30 PM,CL,339
Topcs In Advncd Rsrch Methds,TuTh,09:30 AM-10:45 AM,CL,339
Latin American Topics,MoWeFr,10:00 AM-10:50 AM,CL,339
Elementary German 1,MoTuWeThFr,11:00 AM-11:50 AM,CL,339
Intensive Elementary Spanish,MoTuWeThFr,12:00 PM-12:50 PM,CL,339
Literary Chinese 2 Classical,TuTh,04:00 PM-05:15 PM,CL,341
Feminist Theory,Tu,06:00 PM-08:30 PM,CL,341
Elem Bosnian/Croat/ Serbian 2,MoWe,06:30 PM-08:10 PM,CL,341
Adv Readings In Latin Lyric,TuTh,09:30 AM-10:45 AM,CL,341
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,CL,342
Science And Religion,TuTh,02:30 PM-03:45 PM,CL,342
Science And Religion,TuTh,02:30 PM-03:45 PM,CL,342
Science And Religion,TuTh,02:30 PM-03:45 PM,CL,342
Engr Sustainable Developmen,MoWe,03:00 PM-04:15 PM,CL,342
Orthodox Christianity,TuTh,04:00 PM-05:15 PM,CL,342
Organizational Communication,Mo,06:00 PM-08:30 PM,CL,342
Humn Resorc Mgt Nprf Orgns,Tu,06:00 PM-08:30 PM,CL,342
Seminar In Composition,We,06:00 PM-08:30 PM,CL,342
Monetary Theory And Policy,TuTh,11:00-12:15 PM,CL,342
Seminar In Composition,MoWeFr,01:00 PM-01:50 PM,CL,349
Literature Of The Americas,TuTh,01:00 PM-02:15 PM,CL,349
The Uses Of Literacy,TuTh,02:30 PM-03:45 PM,CL,349
Fourth Year Korean 2,TuTh,02:30 PM-03:45 PM,CL,349
Introduction To Shakespeare,MoWe,03:00 PM-04:15 PM,CL,349
Intro To Feminist Theory,TuTh,04:00 PM-05:15 PM,CL,349
Written Professnl Communictn,MoWe,04:30 PM-05:45 PM,CL,349
Written Professnl Communictn,Mo,06:00 PM-08:30 PM,CL,349
Seminar In Composition,Tu,06:00 PM-08:30 PM,CL,349
Qualitative Research,We,06:00 PM-08:50 PM,CL,349
Child Welfare Services,Tu,09:00 AM-11:50 AM,CL,349
Elementary Spanish 1,MoTuWeThFr,12:00 PM-12:50 PM,CL,349
Making The Book,TuTh,01:00 PM-02:15 PM,CL,352
Syntactic Theory,TuTh,02:30 PM-03:45 PM,CL,352
History Of The Amercn Frontier,MoWe,03:00 PM-04:15 PM,CL,352
Prized Books,TuTh,04:00 PM-05:15 PM,CL,352
Written Professnl Communictn,MoWe,04:30 PM-05:45 PM,CL,352
"Christians, Muslims, Jews",TuTh,09:30 AM-10:45 AM,CL,352
Chrst Muslims Jews Middle Ages,TuTh,09:30 AM-10:45 AM,CL,352
Chrst Muslims Jews Middle Ages,TuTh,09:30 AM-10:45 AM,CL,352
The Short Story,MoWeFr,10:00 AM-10:50 AM,CL,352
Seminar In Composition,MoWeFr,11:00 AM-11:50 AM,CL,352
Ancient China,TuTh,11:00 AM-12:15 PM,CL,352
Intermediate French 1,MoWeFr,12:00 PM-12:50 PM,CL,352
American Literature,Mo,6:00 PM-8:30 PM,CL,352
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,CL,358
Intermediate Public Economics,MoWe,03:00 PM-04:15 PM,CL,358
Religions Of The Wes,TuTh,04:00 PM-05:15 PM,CL,358
Religions Of The Wes,TuTh,04:00 PM-05:15 PM,CL,358
Sex And Sexualities,MoWe,04:30 PM-05:45 PM,CL,358
Communication Process,Mo,06:00 PM-08:30 PM,CL,358
Mass Communication Process,Th,06:00 PM-08:30 PM,CL,358
Rhetorical Process,Tu,06:00 PM-08:30 PM,CL,358
Empires Of The Steppe,TuTh,09:30 AM-10:45 AM,CL,358
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,358
Israel In The Biblical Age,MoWeFr,11:00 AM-11:50 AM,CL,358
Israel In The Biblical Age,MoWeFr,11:00 AM-11:50 AM,CL,358
Israel In The Biblical Age,MoWeFr,11:00 AM-11:50 AM,CL,358
Japanese Literature On Screen,Th,12:00 PM-03:50 PM,CL,358
Japanese Literature On Screen,Th,12:00 PM-03:50 PM,CL,358
Seminar In Composition,MoWeFr,12:00 PM-12:50 PM,CL,358
History Of Pittsburgh,TuTh,01:00 PM-02:15 PM,CL,363
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,CL,363
Applied Econometrics,TuTh,02:30 PM-03:45 PM,CL,363
City Life & East Asian Culture,MoWe,03:00 PM-04:15 PM,CL,363
East Asia in the Worl,MoWe,03:00 PM-04:15 PM,CL,363
Advrtsng And Sales Promotion,TuTh,03:30 PM-06:15 PM,CL,363
Intro To Korea Through Films,Mo,05:00 PM-08:50 PM,CL,363
Brand Managemen,Tu,06:30 PM-09:00 PM,CL,363
Introduction To Finance,We,06:30 PM-09:00 PM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,363
Theatre And Collaboration,MoWe,11:00 AM-11:50 AM,CL,363
Enjoy Performances,TuTh,11:00 AM-12:15 PM,CL,363
Seminar In Composition,MoWeFr,12:00 PM-12:50 PM,CL,363
Intro To Feminist Theory,TuTh,01:00 PM-02:15 PM,CL,402
Intro To Feminist Theory,TuTh,02:30 PM-03:45 PM,CL,402
Intro To Feminist Theory,MoWe,03:00 PM-04:15 PM,CL,402
"Int To Gender, Sexty, & Womns",MoWe,04:30 PM-05:45 PM,CL,402
"Int To Gender, Sexty, & Womns",Mo,06:00 PM-08:30 PM,CL,402
Global Lgbtq Literature,Tu,06:00 PM-08:30 PM,CL,402
Cultural Studies Commn Seminar,We,06:00 PM-09:00 PM,CL,402
Intro To Feminist Theory,TuTh,09:30 AM-10:45 AM,CL,402
Special Topics,TuTh,11:00 AM-12:15 PM,CL,402
Special Topics,Mo,12:00 PM-02:25 PM,CL,402
The Films of Stanley Kubrick,Tu,01:00 PM-04:50 PM,CL,407
Contem Latin American Film,Th,03:00 PM-05:25 PM,CL,407
Topics in Film: African Cinemas,Tu,09:00 AM-12:50 PM,CL,407
Integrating Writing And Design,MoWe,04:30 PM-05:45 PM,CL,435
Composing Digital Media,Tu,06:00 PM-08:30 PM,CL,435
Composing Digital Media,We,06:00 PM-08:30 PM,CL,435
Composing Digital Media,MoWe,09:00 AM-10:50 AM,CL,435
Advancd Seminr In Film Studies,Th,01:00 PM-04:50 PM,CL,444
Seminar In Composition: Film,TuTh,03:00 PM-04:15 PM,CL,444
Seminar In Composition: Film,TuTh,04:30 PM-05:45 PM,CL,444
Seminar In Composition: Film,MoWe,09:30 AM-10:45 AM,CL,444
Seminar In Composition: Film,TuTh,09:30 AM-10:45 AM,CL,444
Seminar In Composition: Film,MoWe,11:00 AM-12:15 PM,CL,444
Seminar In Composition: Film,TuTh,11:00 AM-12:15 PM,CL,444
Senior Seminar In Poetry,Th,02:00 PM-04:50 PM,CL,527
Topics in Nonfiction: NY Trip,Mo,6:00 PM-8:50 PM,CL,527
Topics In Histry Of Philosophy,Th,02:00 PM-04:30 PM,CL,1001
Ethics (Core),Tu,07:00 PM-09:25 PM,CL,1001
Topics In Ancient Philosophy,Th,11:00 AM-01:30 PM,CL,1001
Topics In Ancient Philosophy,Th,11:00 AM-01:30 PM,CL,1001
Philosophy Of Mathematics,Mo,12:00 PM-02:25 PM,CL,1001
Philosophy Of Mathematics,Mo,12:00 PM-02:25 PM,CL,1001
Teaching Philosophy,Fr,12:00 PM-02:30 PM,CL,1001
Topics Contemporary Philosophy,Tu,12:00 PM-02:30 PM,CL,1001
Advanced Logic (Core),We,12:00 PM-02:30 PM,CL,1001
Seminar In Media Studies,Mo,01:00 PM-03:55 PM,CL,1128
Contemporary Rhetorical Theory,Th,06:00 PM-08:55 PM,CL,1128
Historical Methods In Rhetoric,Tu,06:00 PM-08:55 PM,CL,1128
Readings In Critical Theory,We,06:00 PM-08:55 PM,CL,1128
Comparative Francophone Cul,Mo,02:30 PM-04:55 PM,CL,1325
Techniques in Performance Pedagogy,TuTh,01:00 PM-02:50 PM,CL,1601
Introduction To Performance,MoWeFr,02:00 PM-02:50 PM,CL,1601
Seminar In Theatre Arts,We,02:30 PM-05:00 PM,CL,1601
Introduction To Performance,MoWeFr,09:00 AM-09:50 AM,CL,1601
Contemporary Global Stages,TuTh,11:00 AM-12:15 PM,CL,1601
Introduction To Performance,MoWeFr,12:00 PM-12:50 PM,CL,1601
Res Methods: Capstone Sem 2,Mo,09:30 AM-12:20 PM,CL,2304
Theory 2,Mo,01:00 PM-03:50 PM,CL,2309
Social Policy Analysis,Th,09:00 AM-11:50 AM,CL,2309
Special Topics In Linguistics,MoWeFr,02:00 PM-02:50 PM,CL,2318
Special Topics In Irish,TuTh,02:30 PM-03:45 PM,CL,2318
Intro Journalism & Nonfiction,MoWe,03:00 PM-04:15 PM,CL,2318
Intro Journalism & Nonfiction,TuTh,04:00 PM-05:15 PM,CL,2318
Independent Study,MoWe,04:30 PM-05:45 PM,CL,2318
Senior Projec,TuTh,05:30 PM-06:45 PM,CL,2318
Intro To Creative Writing,Mo,06:00 PM-08:30 PM,CL,2318
Senior Seminar,We,06:00 PM-08:30 PM,CL,2318
Elementary Spanish 2,MoTuWeThFr,09:00 AM-09:50 AM,CL,2318
Elementary Russian 2,MoTuWeThFr,10:00 AM-10:50 AM,CL,2318
Communty Planning & Developmn,Th,11:00 AM-01:50 PM,CL,2318
Social Policy And Gerontology,Tu,11:00 AM-01:50 PM,CL,2318
Seminar In Composition,MoWeFr,11:00 AM-11:50 AM,CL,2318
Intermediate Spanish 4,MoWeFr,12:00 PM-12:50 PM,CL,2318
Ethnicity And Social Welfare,We,01:00 PM-03:50 PM,CL,2319
Human Behavior: Mental Health,Mo,02:00 PM-04:50 PM,CL,2319
Social Administration,Th,02:00 PM-04:50 PM,CL,2319
Founds Social Work Research,Tu,02:00 PM-04:50 PM,CL,2319
Human Behavior: Mental Health,Mo,06:00 PM-08:50 PM,CL,2319
Planned Short-Term Treatmen,Th,06:00 PM-08:50 PM,CL,2319
Founds Social Work Research,Tu,06:00 PM-08:50 PM,CL,2319
Social Work Educatnal Settings,We,06:00 PM-08:50 PM,CL,2319
Special Topics,Fr,08:00 AM-10:50 AM,CL,2319
Models Of Intervention,Mo,08:00 AM-10:50 AM,CL,2319
Intro Psyphmclgy Socl Wrk Pra,Th,08:00 AM-10:50 AM,CL,2319
Mental Health & Public Policy,Tu,08:00 AM-10:50 AM,CL,2319
Human Behavior: Mental Health,Mo,11:00 AM-01:50 PM,CL,2319
Mental Health & Public Policy,Tu,11:00 AM-01:50 PM,CL,2319
Socl Work Drug & Alchol Abuse,Th,02:00 PM-04:50 PM,CL,2320
Founds Social Work Research,Tu,02:00 PM-04:50 PM,CL,2320
Special Topics,We,02:00 PM-04:50 PM,CL,2320
Seminar In Conducting Research,Fr,04:00 PM-05:15 PM,CL,2320
Ethnicity And Social Welfare,Mo,06:00 PM-08:50 PM,CL,2320
Mental Health & Public Policy,Th,06:00 PM-08:50 PM,CL,2320
Grief And Loss,Tu,06:00 PM-08:50 PM,CL,2320
Evaluative Research Socl Servs,We,06:00 PM-08:50 PM,CL,2320
Evaluative Research Socl Servs,Fr,08:00 AM-10:50 AM,CL,2320
Models Of Intervention,Mo,08:00 AM-10:50 AM,CL,2320
Adv Drct Prac: Cognitv/Behvrl,Th,08:00 AM-10:50 AM,CL,2320
Humn Bhvr: Hlth/Mental Hlth,Mo,11:00 AM-01:50 PM,CL,2320
Adv Drct Prac: Cognitv/Behvrl,Th,11:00 AM-01:50 PM,CL,2320
Child And Family Policy,Tu,11:00 AM-01:50 PM,CL,2320
Swedish 6,TuTh,01:00 PM-02:15 PM,CL,2321
Mod Stndrd Arabic2/Levantine 2,MoWe,01:00 PM-02:40 PM,CL,2321
Mod Stndrd Arabic4/Levantine 4,TuTh,03:00 PM-04:40 PM,CL,2321
Turkish 2,TuTh,06:00 PM-07:40 PM,CL,2321
Mod Stndrd Arabic 4/Egyptian 4,TuTh,09:00 AM-10:40 AM,CL,2321
Advanced Russian 2,MoWeFr,12:00 PM-12:50 PM,CL,2321
Biblical Hebrew,TuTh,11:00 AM-12:15 PM,CL,2628
Linguistics Cnsltng/Inshp,Tu,06:00 PM-08:30 PM,CL,2818
Undergraduate Research Proseminar,Tu,02:30 PM-03:45 PM,CL,3504
"Great Books, Part 2",Tu,05:30 PM-08:00 PM,CL,3504
Seminar In Conducting Research,Tu,09:30 AM-10:45 AM,CL,3504
Introduction To Social Psych,TuTh,01:00 PM-02:15 PM,CL,000G8
Sensation And Perception,TuTh,02:30 PM-03:45 PM,CL,000G8
Introduction To World Music,MoWe,03:00 PM-03:50 PM,CL,000G8
Introduction To World Music,MoWe,04:00 PM-04:50 PM,CL,000G8
Vampire: Blood And Empire,TuTh,04:00 PM-05:15 PM,CL,000G8
Intro To Western Art Music,MoWe,05:00 PM-05:50 PM,CL,000G8
Sci-Fi:  East And Wes,Mo,06:00 PM-08:25 PM,CL,000G8
General Chemistry 1,TuTh,08:00 AM-09:15 AM,CL,000G8
Abnormal Psychology,TuTh,09:30 AM-10:45 AM,CL,000G8
Introduction To Logic,MoWe,11:00 AM-11:50 AM,CL,000G8
Children And Culture,Tu,11:00 AM-12:50 PM,CL,000G8
Analytc Geometry & Calculus 2,MoWeFr,12:00 PM-12:50 PM,CL,000G8
Introduction To Performance,MoWeFr,01:00 PM-01:50 PM,CL,00B16
Introduction To Performance,TuTh,01:00 PM-02:15 PM,CL,00B16
Introduction To Performance,TuTh,02:30 PM-03:45 PM,CL,00B16
Introduction To Performance,MoWe,03:00 PM-04:15 PM,CL,00B16
Introduction To Performance,TuTh,04:00 PM-05:15 PM,CL,00B16
Introduction To Performance,Mo,06:00 PM-08:30 PM,CL,00B16
Introduction To Performance,TuTh,09:30 AM-10:45 AM,CL,00B16
Introduction To Performance,MoWeFr,11:00 AM-11:50 AM,CL,00B16
Introduction To Performance,TuTh,11:00 AM-12:15 PM,CL,00B16
Introduction To Theatre Design,TuTh,01:00 PM-02:15 PM,CL,00B20
Introduction To Stagecraf,TuTh,09:30 AM-10:45 AM,CL,00B20
Costume Production Technology,TuTh,09:30 AM-10:45 AM,CL,00B74
Intro Microeconomic Theory,TuTh,01:00 PM-02:15 PM,CL,00G13
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,CL,00G13
Operations Managemen,TuTh,03:30 PM-04:45 PM,CL,00G13
Socl Implicatn Cmptng Technlgy,MoWe,04:30 PM-05:45 PM,CL,00G13
Written Professnl Communictn,Mo,06:00 PM-08:30 PM,CL,00G13
Greek Tragedy,Th,06:00 PM-08:30 PM,CL,00G13
Varieties Of Early Christnity,Tu,06:00 PM-08:30 PM,CL,00G13
Varieties Of Early Christnity,Tu,06:00 PM-08:30 PM,CL,00G13
Varieties Of Early Christnity,Tu,06:00 PM-08:30 PM,CL,00G13
Intro To Health Economics,TuTh,09:30 AM-10:45 AM,CL,00G13
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,00G13
Public Speaking,MoWeFr,11:00 AM-11:50 AM,CL,00G13
Intro To Health Economics,TuTh,11:00 AM-12:15 PM,CL,00G13
Seminar In Composition,MoWeFr,12:00 PM-12:50 PM,CL,00G13
Special Topics In Persian,Fr,01:00 PM-03:30 PM,CL,00G18
