classname,day,time,building,room
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Introduction To Criminal Law,Sa,09:30 AM-12:30 PM,WWPH,3800
Introduction To Criminal Law,Sa,09:30 AM-12:30 PM,WWPH,3800
Security and Intelligence Studies,Th,06:00 PM-09:00 PM,WWPH,3911
Legal Aspects Of Higher Educ,Tu,04:30 PM-07:10 PM,WWPH,4118
Special Topics,Tu,09:30 AM-11:55 AM,WWPH,4118
Special Topics,Tu,09:30 AM-11:55 AM,WWPH,4118
Black Consciousness,TuTh,01:00 PM-02:15 PM,WWPH,4165
Womn Of Afrc & Afrcn Diaspora,MoWe,01:30 PM-02:45 PM,WWPH,4165
Man/Woman Literature,TuTh,02:30 PM-03:45 PM,WWPH,4165
Early African Civilizations,MoWe,03:00 PM-04:15 PM,WWPH,4165
Dimensions of Racism,TuTh,04:00 PM-05:15 PM,WWPH,4165
Health In The African Diaspora,MoWe,04:30 PM-05:45 PM,WWPH,4165
Afro-American History 2,Mo,06:00 PM-08:25 PM,WWPH,4165
Afro-American History 2,Mo,06:00 PM-08:25 PM,WWPH,4165
Lrng Pardgms Afrc-Am Chld Dvlp,Th,06:00 PM-08:30 PM,WWPH,4165
Sex And Racism,Tu,06:00 PM-08:30 PM,WWPH,4165
Introduction To Afrcna Studies,We,06:00 PM-08:30 PM,WWPH,4165
Cultures Of Africa,MoWe,10:00 AM-11:15 AM,WWPH,4165
Cultures Of Africa,MoWe,10:00 AM-11:15 AM,WWPH,4165
Introduction Afrcn Literature,TuTh,11:00 AM-12:15 PM,WWPH,4165
Caribbean History,MoWe,12:00 PM-01:15 PM,WWPH,4165
Caribbean History,MoWe,12:00 PM-01:15 PM,WWPH,4165
Quechua 2,TuTh,04:00 PM-05:40 PM,WWPH,4209
Quechua 4,TuTh,05:45 PM-07:00 PM,WWPH,4209
Disciplined Inquiry,Mo,04:30 PM-07:10 PM,WWPH,4300
Language & Lit For Young Chil,Tu,04:30 PM-07:10 PM,WWPH,4300
Teach & Learn In Sec Sci 3,We,04:30 PM-07:10 PM,WWPH,4300
Student Teaching Seminar-Math,We,07:10 PM-08:10 PM,WWPH,4300
Student Techng Sem-Forgn Lang,We,07:10 PM-08:15 PM,WWPH,4300
Attentional Tchng Practices 2,Mo,07:15 PM-08:15 PM,WWPH,4300
Student Teaching Sem - Science,We,07:15 PM-08:15 PM,WWPH,4300
Tchng Globly & Locly Dvrs Wrl,We,10:00 AM-12:40 PM,WWPH,4300
Math For Elementary Teachers,TuTh,11:00 AM-12:20 PM,WWPH,4300
Math For Elementary Teachers,TuTh,11:00 AM-12:20 PM,WWPH,4300
Sem Presch/Prim Life Skills,Tu,12:40 PM-01:30 PM,WWPH,4300
Res Sem In Psychology In Educ,Th,01:00 PM-03:40 PM,WWPH,4301
Urban Education Reform,Tu,01:00 PM-03:40 PM,WWPH,4301
Urban Education Reform,Tu,01:00 PM-03:40 PM,WWPH,4301
Dvlp: Middle Chlhd/Adolescence,Tu,04:30 PM-07:10 PM,WWPH,4301
Dvlp: Middle Chlhd/Adolescence,Tu,04:30 PM-07:10 PM,WWPH,4301
Adp Professional Seminar 2,We,04:30 PM-07:10 PM,WWPH,4301
Adp Professional Seminar 2,We,04:30 PM-07:10 PM,WWPH,4301
Attentional Tchng Practices 2,Mo,07:15 PM-08:15 PM,WWPH,4301
Introduction To Qualtv Methods,We,09:00 AM-11:40 AM,WWPH,4301
Phd Writing Seminar,Mo,11:00 AM-01:00 PM,WWPH,4301
Emotional Disordrs In Chldhoo,Th,04:30 PM-07:10 PM,WWPH,4317
Sociology Of Education,Tu,04:30 PM-07:10 PM,WWPH,4317
Sociology Of Education,Tu,04:30 PM-07:10 PM,WWPH,4317
Special Topics,Mo,04:30 PM-07:10 PM,WWPH,4321
International Political Econmy,We,02:00 PM-03:55 PM,WWPH,4430
Capstone Sem American Politics,Mo,02:00 PM-04:25 PM,WWPH,4430
Peacemaking And Peacekeeping,Th,09:00 AM-11:25 AM,WWPH,4430
Political Research And Anlysis,We,09:30 AM-11:55 AM,WWPH,4430
Comparative Political Behavior,Th,12:00 PM-01:55 PM,WWPH,4430
Comparative Legislature,Tu,12:00 PM-01:55 PM,WWPH,4430
Polit Of Oil & Natrl Resorcs,TuTh,01:00 PM-02:15 PM,WWPH,4500
American Foreign Policy,TuTh,02:30 PM-03:45 PM,WWPH,4500
Legislative Process,MoWe,03:00 PM-04:15 PM,WWPH,4500
American Public Policy,MoWe,04:30 PM-05:45 PM,WWPH,4500
Judicial Politics,TuTh,09:30 AM-10:45 AM,WWPH,4500
Capstone Sem Int'L Relations,Tu,10:00 AM-12:25 PM,WWPH,4625
General Econometrics,TuTh,02:00 PM-03:15 PM,WWPH,4716
Applied Microeconomics Seminar,We,03:30 PM-05:00 PM,WWPH,4716
Advancd Microeconomic Theory 2,TuTh,09:00 AM-10:15 AM,WWPH,4716
Labor Market Analysis 2,MoWe,10:30 AM-11:45 AM,WWPH,4716
Seminar Experimental Economics,Fr,12:00 PM-01:25 PM,WWPH,4716
Core Political Theory,Mo,01:00 PM-03:30 PM,WWPH,4801
Politics Through Film,Tu,01:00 PM-03:50 PM,WWPH,4801
Capstone Sem American Politics,Tu,09:00 AM-11:25 AM,WWPH,4801
Capstone Seminar Comp Politics,Th,09:00 AM-11:30 AM,WWPH,4801
Prosem Methodlgy Of Economics,MoWeFr,01:00 PM-01:50 PM,WWPH,4900
Game Theory,TuTh,01:00 PM-02:15 PM,WWPH,4900
Prosem Methodlgy Of Economics,MoWeFr,02:00 PM-02:50 PM,WWPH,4900
Econ Of European Union,TuTh,02:30 PM-03:45 PM,WWPH,4900
INTERMEDT INTERNATIONAL FINANCE,MoWe,04:30 PM-05:45 PM,WWPH,4900
Intro Microeconomic Theory,We,06:00 PM-08:30 PM,WWPH,4900
Economics Of Corportn Finance,TuTh,09:30 AM-10:45 AM,WWPH,4900
Applied Econometrics 1,TuTh,11:00 AM-12:15 PM,WWPH,4900
Research Methods In Economics,TuTh,01:00 PM-02:15 PM,WWPH,4940
International Trade,WeFr,02:00 PM-03:15 PM,WWPH,4940
Topics In Microeconomic Theory,We,05:00 PM-08:00 PM,WWPH,4940
Econs: Int For Field Majors,Mo,06:00 PM-08:30 PM,WWPH,4940
Topics In Macroeconomics,MoWe,09:00 AM-10:15 AM,WWPH,4940
Advanced Econometrics 2,Tu,09:00 AM-11:30 AM,WWPH,4940
Pro-Seminr Monetry & Macroecon,TuTh,09:30 AM-10:45 AM,WWPH,4940
Advancd Macroeconomic Theory 2,WeFr,10:30 AM-11:45 AM,WWPH,4940
Seminar Experimental Economics,TuTh,11:00 AM-12:15 PM,WWPH,4940
Inclusion Pre-K,Mo,01:00 PM-03:40 PM,WWPH,5130
Intro To Early Childhood E,Tu,01:00 PM-03:40 PM,WWPH,5130
Intro To Early Childhood E,Tu,01:00 PM-03:40 PM,WWPH,5130
Disciplined Inquiry,Mo,04:30 PM-07:10 PM,WWPH,5130
Integrated Curriculum Pre-K-4,Th,04:30 PM-07:10 PM,WWPH,5130
Progrmmng In Erly Intervention,Tu,04:30 PM-07:10 PM,WWPH,5130
Practitioner Inquiry 3,Sa,08:00 AM-12:00 PM,WWPH,5130
Prep For Scientific Calculus,TuTh,09:30 AM-10:45 AM,WWPH,5130
Econs: Int For Field Majors,MoWe,10:00 AM-10:50 AM,WWPH,5130
Intro To Mathematcl Statistics,TuTh,11:00 AM-12:15 PM,WWPH,5130
Spec Proj Foreign Lang Educ Ms,Th,01:00 PM-03:40 PM,WWPH,5131
Ed Stdnt Emotional Disturbance,Tu,04:20 PM-06:20 PM,WWPH,5131
Disciplined Inquiry,Mo,04:30 PM-07:10 PM,WWPH,5131
Assmnt Instruc - High Incdnc,Tu,06:45 PM-08:25 PM,WWPH,5131
Curr Dvlp-Low Incdnc Disabs,Th,09:00 AM-11:40 AM,WWPH,5131
Current Issues Secondary Educ,Mo,04:30 PM-07:10 PM,WWPH,5152
Developmntal Practc Seminar 2,Mo,01:00 PM-03:40 PM,WWPH,5200
Higher Educ Human Resource Mg,Sa,01:00 PM-05:00 PM,WWPH,5200
Psychology And The Media,Th,04:00 PM-06:40 PM,WWPH,5200
Org Develpmnt & Leading Change,We,04:30 PM-07:10 PM,WWPH,5200
Cold War America In The Worl,TuTh,09:30 AM-10:45 AM,WWPH,5200
First Year Korean 2,TuTh,11:00 AM-11:50 AM,WWPH,5200
Dvlp: Midl Chlhd Thrgh Adolsc,Th,12:00 PM-02:40 PM,WWPH,5200
Intro To Admin Of Justice,We,09:00 AM-11:25 AM,WWPH,5201
Inclusion Pre-K,We,01:00 PM-03:40 PM,WWPH,5201
Tch & Lrng In Sec Scl Stds 3,We,04:30 PM-07:05 PM,WWPH,5201
Intro To Research Methodology,Mo,04:30 PM-07:10 PM,WWPH,5201
Community Resources,Th,04:30 PM-07:10 PM,WWPH,5201
Higher Education Adminstrtn,Mo,07:15 PM-09:55 PM,WWPH,5201
Practicum - Preschool,Tu,07:30 PM-09:20 PM,WWPH,5201
Practicum - Infants & Toddlers,Tu,07:30 PM-09:20 PM,WWPH,5201
Intro To Law Enforcemen,Fr,09:00 AM-11:25 AM,WWPH,5201
Prof Lrng In Math-Science Educ,Sa,09:00 AM-12:00 PM,WWPH,5201
Esl Writing Intermediate,TuTh,09:30 AM-10:45 AM,WWPH,5201
Life Span Developmen,Mo,10:00 AM-12:40 PM,WWPH,5201
Sociology Of The Family,TuTh,11:00 AM-12:15 PM,WWPH,5201
Intm Bosnian/Croat/Serbian 4,MoWe,03:00 PM-04:15 PM,WWPH,5203
Assmnt: Young Child W/Disabs,Mo,01:00 PM-03:40 PM,WWPH,5400
Developmental Psychopathology,Tu,01:00 PM-03:40 PM,WWPH,5400
Math/Sci Instc Young Lrnrs 1,We,01:00 PM-03:40 PM,WWPH,5400
Competent Management Of Hr,Sa,01:00 PM-05:00 PM,WWPH,5400
Issues In Foreign Language E,Mo,04:30 PM-07:10 PM,WWPH,5400
Culture Innov & Orgztn Perf,Th,04:30 PM-07:10 PM,WWPH,5400
Student Development Theory,Tu,04:30 PM-07:10 PM,WWPH,5400
Foundations Of Special Educ,We,04:30 PM-07:10 PM,WWPH,5400
Foundations Of Special Educ,We,04:30 PM-07:10 PM,WWPH,5400
Stdnt Tch Dual Cert Sec Schs,We,07:15 PM-08:10 PM,WWPH,5400
Sports And Drugs,Th,09:00 AM-09:55 AM,WWPH,5400
Foundations Of Special Educ,Th,01:00 PM-03:40 PM,WWPH,5401
Foundations Of Special Educ,Th,01:00 PM-03:40 PM,WWPH,5401
Teaching Eng Lang Learners,Tu,01:00 PM-03:40 PM,WWPH,5401
Stochastic Processes,MoWe,03:00 PM-04:15 PM,WWPH,5401
Social And Comm Intrvn: Autism,Mo,04:30 PM-07:10 PM,WWPH,5401
Stat 2: Analysis Of Variance,Tu,04:30 PM-07:10 PM,WWPH,5401
Statistics 1,We,04:30 PM-07:10 PM,WWPH,5401
Govermnt & Politics Middl Eas,Mo,08:00 AM-10:25 AM,WWPH,5401
Germanic Myths Legends Sagas,MoWe,11:00 AM-11:50 AM,WWPH,5401
Biomedical Ethics,TuTh,11:00 AM-12:15 PM,WWPH,5401
Introduction To Criminal Law,Mo,12:00 PM-02:25 PM,WWPH,5401
Introduction To Criminal Law,Mo,12:00 PM-02:25 PM,WWPH,5401
Analyses Of Asl Literature,TuTh,02:30 PM-03:45 PM,WWPH,5404
Rsrch Seminr For Med Students,Tu,04:30 PM-07:10 PM,WWPH,5404
Aba 3: Applcs In Develm Disabs,We,04:30 PM-07:10 PM,WWPH,5404
Applied Behavioral Analysis 3,We,04:30 PM-07:10 PM,WWPH,5404
Foundations Of Special Educ,Mo,09:00 AM-11:40 AM,WWPH,5404
Fundraisng For Non-Proft Orgns,Sa,09:30 AM-11:55 AM,WWPH,5404
Jews & Judaism In Modern Worl,TuTh,11:00 AM-12:15 PM,WWPH,5404
Gender And Jewish History,TuTh,11:00 AM-12:15 PM,WWPH,5404
Jews & Judaism In Modern Worl,TuTh,11:00 AM-12:15 PM,WWPH,5404
Jews & Judaism In Modern Worl,TuTh,11:00 AM-12:15 PM,WWPH,5404
Thrtcl Persp Lang Litrcy Cult2,Sa,12:00 PM-05:00 PM,WWPH,5404
Develp Curriculum & Activities,Tu,01:00 PM-03:40 PM,WWPH,5405
Practicum Seminar And Lab 2,Mo,01:00 PM-03:50 PM,WWPH,5405
Human Behavioral Ecology,We,01:00 PM-04:00 PM,WWPH,5405
Suprvsn Adm Chld Yth Wrk Setng,Mo,04:00 PM-06:40 PM,WWPH,5405
Issues In Foreign Language E,Th,04:30 PM-07:10 PM,WWPH,5405
Techn In Foreign Lang Educ,We,04:30 PM-07:10 PM,WWPH,5405
Intro Educational Psychology,MoWe,09:30 AM-10:45 AM,WWPH,5405
Adv Appld Multivariate Analys,TuTh,09:30 AM-10:45 AM,WWPH,5405
Intro To Computational Ling,TuTh,11:00 AM-12:15 PM,WWPH,5405
Intro To Computational Ling,TuTh,11:00 AM-12:15 PM,WWPH,5405
"Tch Infnts, Toddlers & Preschl",Th,01:00 PM-03:40 PM,WWPH,5511
Urban Seminar,Tu,03:30 PM-04:20 PM,WWPH,5511
Quantitative Methods 2,Tu,09:00 AM-11:40 AM,WWPH,5520
Experimental Design,Mo,12:00 PM-02:40 PM,WWPH,5520
Data Anal Using Cmptr Packages,Th,12:00 PM-02:40 PM,WWPH,5520
Applied Multivariate Analysis,Tu,12:00 PM-02:40 PM,WWPH,5520
Spec Topc-Language & Literacy,Tu,01:00 PM-03:40 PM,WWPH,5700
"Critl Rdgs Lang,Litrcy&Cult  2",Sa,01:00 PM-05:00 PM,WWPH,5700
Pediatric Problems,Tu,09:00 AM-11:40 AM,WWPH,5700
Pediatric Problems,Tu,09:00 AM-11:40 AM,WWPH,5700
Classroom Discourse,Mo,01:00 PM-03:50 PM,WWPH,5702
Professional Seminar 1,Tu,01:45 PM-04:25 PM,WWPH,5702
Tch & Lrng In K-12 Frgn Lang 3,We,04:30 PM-07:05 PM,WWPH,5702
Disciplined Inquiry,Mo,04:30 PM-07:10 PM,WWPH,5702
Child Life Practice Hospitals,Th,04:30 PM-07:10 PM,WWPH,5702
Comparative Education,Tu,04:30 PM-07:10 PM,WWPH,5702
Intshp In Central Office Admin,Sa,05:00 PM-09:00 PM,WWPH,5702
"Student, Campus, And Society",Tu,07:15 PM-09:55 PM,WWPH,5702
Introduction To Teaching,Mo,10:00 AM-12:40 PM,WWPH,5702
Professional Seminar 1,Th,12:40 PM-03:20 PM,WWPH,5702
Special Topics 2,Th,03:00 PM-05:40 PM,WWPH,5901
Culturally Reponsive Teaching,Tu,04:30 PM-07:10 PM,WWPH,5901
